0.5679737	0
0.602705	0.00174216
0.6206683	0.003484321
0.8214741	0.005226481
0.846921	0.006968641
0.8631727	0.008710801
0.8799281	0.01045296
0.892917	0.01219512
0.9327435	0.01393728
0.9475383	0.01567944
0.9637384	0.0174216
0.9938659	0.01916376
0.9967021	0.02090592
1.024723	0.02264808
1.026715	0.02439024
1.039534	0.0261324
1.086207	0.02787456
1.111524	0.02961672
1.111929	0.03135889
1.118928	0.03310105
1.1231	0.03484321
1.128787	0.03658537
1.155691	0.03832753
1.157679	0.04006969
1.158143	0.04181185
1.168739	0.04355401
1.202583	0.04529617
1.207412	0.04703833
1.211778	0.04878049
1.229581	0.05052265
1.253783	0.05226481
1.254411	0.05400697
1.255964	0.05574913
1.257155	0.05749129
1.262557	0.05923345
1.273533	0.06097561
1.294952	0.06271777
1.300472	0.06445993
1.303211	0.06620209
1.31128	0.06794425
1.313092	0.06968641
1.325157	0.07142857
1.330921	0.07317073
1.3419	0.07491289
1.343984	0.07665505
1.35848	0.07839721
1.359359	0.08013937
1.364508	0.08188153
1.376437	0.08362369
1.384845	0.08536585
1.399086	0.08710801
1.403462	0.08885017
1.403472	0.09059233
1.414425	0.09233449
1.419443	0.09407666
1.421118	0.09581882
1.425529	0.09756098
1.42562	0.09930314
1.430076	0.1010453
1.439865	0.1027875
1.440165	0.1045296
1.441891	0.1062718
1.459998	0.1080139
1.460738	0.1097561
1.463171	0.1114983
1.466014	0.1132404
1.466164	0.1149826
1.471276	0.1167247
1.480541	0.1184669
1.480768	0.1202091
1.482267	0.1219512
1.484581	0.1236934
1.485778	0.1254355
1.492315	0.1271777
1.494968	0.1289199
1.495849	0.130662
1.515007	0.1324042
1.517023	0.1341463
1.525528	0.1358885
1.527185	0.1376307
1.547106	0.1393728
1.570526	0.141115
1.577174	0.1428571
1.58496	0.1445993
1.587801	0.1463415
1.591139	0.1480836
1.607449	0.1498258
1.610287	0.1515679
1.611509	0.1533101
1.622816	0.1550523
1.62583	0.1567944
1.629207	0.1585366
1.689819	0.1602787
1.692995	0.1620209
1.709216	0.1637631
1.71154	0.1655052
1.714239	0.1672474
1.725526	0.1689895
1.7272	0.1707317
1.733349	0.1724739
1.755977	0.1833434
1.759427	0.1850856
1.765775	0.1868278
1.76614	0.1885699
1.767602	0.1994395
1.772254	0.2011816
1.77409	0.2029238
1.775243	0.204666
1.782139	0.2064081
1.785444	0.2081503
1.789954	0.2098924
1.797268	0.2116346
1.797932	0.2133768
1.798278	0.2242463
1.799103	0.2259885
1.800431	0.2277306
1.800636	0.2294728
1.815351	0.231215
1.819613	0.2329571
1.821862	0.2346993
1.825182	0.2364414
1.832994	0.2381836
1.833174	0.2399258
1.833736	0.2416679
1.839889	0.2434101
1.843425	0.2451522
1.847468	0.2468944
1.851838	0.2486366
1.853589	0.2503787
1.859186	0.2521209
1.864274	0.2538631
1.864495	0.2556052
1.875463	0.2573474
1.878309	0.2590895
1.892985	0.2699591
1.894817	0.2717013
1.89897	0.2734434
1.9026	0.2751856
1.909119	0.2769277
1.917584	0.2786699
1.919085	0.2804121
1.933862	0.2912816
1.934166	0.2930238
1.947197	0.2947659
1.948465	0.2965081
1.962301	0.2982503
1.974949	0.2999924
1.985966	0.310862
1.986938	0.3126042
1.990623	0.3143463
1.993218	0.3160885
1.996736	0.3178306
2.00553	0.3195728
2.027175	0.321315
2.033814	0.3230571
2.035132	0.3247993
2.036852	0.3265414
2.044804	0.3282836
