-2.576124	0
-2.513897	0.001748252
-1.824032	0.003496503
-1.596682	0.005244755
-1.593447	0.006993007
-1.591287	0.008741259
-1.551376	0.01048951
-1.450016	0.01223776
-1.290349	0.01398601
-1.289383	0.01573427
-1.250269	0.01748252
-1.2232	0.01923077
-1.222299	0.02097902
-1.216642	0.02272727
-1.196758	0.02447552
-1.160851	0.02622378
-1.127475	0.02797203
-1.094162	0.02972028
-1.077818	0.03146853
-1.064612	0.03321678
-1.047157	0.03496503
-1.030718	0.03671329
-1.010236	0.03846154
-0.9896849	0.04020979
-0.9877279	0.04195804
-0.9797677	0.04370629
-0.9649165	0.04545455
-0.9350666	0.0472028
-0.8248329	0.04895105
-0.8178945	0.0506993
-0.7905821	0.05244755
-0.7855688	0.0541958
-0.7830751	0.05594406
-0.779091	0.05769231
-0.7752452	0.05944056
-0.7538426	0.06118881
-0.7220584	0.06293706
-0.7152453	0.06468531
-0.7150935	0.06643357
-0.7143346	0.06818182
-0.7091195	0.06993007
-0.6959265	0.07167832
-0.6874886	0.07342657
-0.6838878	0.07517483
-0.6714106	0.07692308
-0.6697205	0.07867133
-0.6669662	0.08041958
-0.651066	0.08216783
-0.6453774	0.08391608
-0.5716822	0.08566434
-0.5713511	0.08741259
-0.5674038	0.08916084
-0.5618333	0.09090909
-0.5480508	0.09265734
-0.5419722	0.09440559
-0.5379163	0.09615385
-0.5134279	0.0979021
-0.505827	0.09965035
-0.4785821	0.1013986
-0.4700883	0.1031469
-0.4343199	0.1048951
-0.4311688	0.1066434
-0.4243449	0.1083916
-0.4046165	0.1101399
-0.3993172	0.1118881
-0.3962795	0.1136364
-0.3909194	0.1153846
-0.3841774	0.1171329
-0.3781058	0.1188811
-0.3660668	0.1206294
-0.3538021	0.1223776
-0.3507621	0.1241259
-0.3419443	0.1258741
-0.3366122	0.1276224
-0.3333969	0.1293706
-0.3312805	0.1311189
-0.3293264	0.1328671
-0.3199529	0.1346154
-0.3139313	0.1363636
-0.3065965	0.1381119
-0.3054656	0.1398601
-0.2966302	0.1507297
-0.2795661	0.152478
-0.2737494	0.1542262
-0.2735761	0.1559745
-0.248225	0.1577227
-0.235912	0.159471
-0.2297791	0.1612192
-0.2229108	0.1629675
-0.2224484	0.1647157
-0.2162339	0.166464
-0.20077	0.1682122
-0.1867768	0.1699605
-0.1783763	0.1717087
-0.1671906	0.173457
-0.1640039	0.1752052
-0.1446315	0.1769535
-0.1117961	0.1787017
-0.1021327	0.18045
-0.09146595	0.1821982
-0.08755895	0.1839465
-0.07012624	0.1856947
-0.05640664	0.187443
-0.04729005	0.1891912
-0.03608026	0.1909395
-0.03112522	0.1926877
-0.02937391	0.194436
-0.02731549	0.1961843
-0.01989598	0.1979325
-0.01174099	0.1996808
-0.005392942	0.201429
0.03675556	0.2031773
